*ZIP,LAT,LNG
90001,33.974027,-118.249509
90002,33.949099,-118.246737
90003,33.964131,-118.272783
90004,34.076198,-118.310722
90005,34.059163,-118.306892
90006,34.048041,-118.294177
90007,34.028129,-118.284829
90008,34.009552,-118.346724
90010,34.062148,-118.315889
90011,34.007090,-118.258681
90012,34.065975,-118.238642
90013,34.045405,-118.240454
90014,34.043146,-118.251746
90015,34.039378,-118.266300
90016,34.028331,-118.354338
90017,34.052913,-118.264340
90018,34.028887,-118.317183
90019,34.049841,-118.338460
90020,34.066379,-118.309870
90021,34.029036,-118.237870
90022,34.023728,-118.156275
90023,34.022502,-118.199613
90024,34.065723,-118.434969
90025,34.045421,-118.445873
90026,34.080017,-118.262643
90027,34.127194,-118.295647
90028,34.099912,-118.326912
90029,34.089848,-118.294661
90031,34.085784,-118.206666
90032,34.078195,-118.185501
90033,34.050380,-118.211991
90034,34.030578,-118.399613
90035,34.051809,-118.383674
90036,34.070410,-118.350411
90037,34.002719,-118.287487
90038,34.088475,-118.325527
90039,34.111885,-118.261033
90040,33.994523,-118.149952
90041,34.137412,-118.207607
90042,34.114708,-118.192098
90043,33.988505,-118.336358
90044,33.952725,-118.291904
90045,33.942108,-118.417488
90046,34.107810,-118.362247
90047,33.953617,-118.308428
90048,34.072924,-118.372710
90049,34.092540,-118.491064
90056,33.988047,-118.370361
90057,34.061735,-118.276757
90058,34.002844,-118.216400
90059,33.926262,-118.249883
90061,33.921280,-118.274186
90062,34.003638,-118.308806
90063,34.045105,-118.185914
90064,34.037251,-118.423573
90065,34.112272,-118.225496
90066,34.002028,-118.430656
90067,34.057597,-118.413998
90068,34.129772,-118.330989
90069,34.093828,-118.381697
90071,34.052876,-118.254943
90073,34.054534,-118.457025
90077,34.108023,-118.456964
90079,34.040587,-118.255404
90089,34.020221,-118.286035
90090,34.072862,-118.240989
90094,33.975414,-118.416990
90095,34.071200,-118.443523
90201,33.970343,-118.171368
90210,34.100517,-118.414712
90211,34.064958,-118.382979
90212,34.062210,-118.401966
90220,33.881510,-118.234451
90221,33.885624,-118.205918
90222,33.912246,-118.236773
90230,33.997862,-118.393617
90232,34.019323,-118.391902
90240,33.955729,-118.118346
90241,33.940445,-118.129022
90242,33.921793,-118.140588
90245,33.917140,-118.404267
90247,33.890853,-118.297967
90248,33.878432,-118.284104
90249,33.901390,-118.315697
90250,33.914775,-118.348083
90254,33.864259,-118.399303
90255,33.979248,-118.217438
90260,33.888560,-118.351813
90262,33.923533,-118.200705
90263,34.039034,-118.707992
90265,34.066117,-118.846342
90266,33.889151,-118.402127
90270,33.987729,-118.186597
90272,34.087460,-118.544232
90274,33.780065,-118.372454
90275,33.753155,-118.367963
90277,33.830006,-118.387124
90278,33.873215,-118.370360
90280,33.944159,-118.192761
90290,34.107753,-118.616219
90291,33.993396,-118.465193
90292,33.976582,-118.455222
90293,33.947305,-118.439841
90301,33.956526,-118.358654
90302,33.975332,-118.355252
90303,33.939766,-118.331085
90304,33.937886,-118.358559
90305,33.958890,-118.330548
90401,34.013666,-118.493750
90402,34.034666,-118.504039
90403,34.030755,-118.492101
90404,34.026608,-118.473643
90405,34.011312,-118.469762
90501,33.833744,-118.314022
90502,33.833181,-118.292062
90503,33.840398,-118.353715
90504,33.867257,-118.330794
90505,33.807882,-118.347957
90506,33.884696,-118.329998
90601,34.007840,-118.030271
90602,33.972782,-118.022066
90603,33.945555,-117.990719
90604,33.927691,-118.013828
90605,33.950295,-118.024352
90606,33.977272,-118.066363
90620,33.845223,-118.015292
90621,33.874224,-117.993368
90623,33.850616,-118.039565
90630,33.818477,-118.038307
90631,33.942708,-117.952483
90638,33.902045,-118.008961
90640,34.015444,-118.111012
90650,33.906956,-118.082640
90660,33.989524,-118.089299
90670,33.933565,-118.062611
90680,33.801191,-117.994904
90701,33.867600,-118.080612
90703,33.867743,-118.069472
90704,33.399248,-118.435601
90706,33.887821,-118.127250
90710,33.799904,-118.298661
90712,33.849034,-118.147902
90713,33.847989,-118.112601
