*ZIP,LAT,LNG
70001,29.983730,-90.167200
70002,30.012223,-90.162523
70003,30.001164,-90.209724
70005,29.999416,-90.134065
70006,30.014032,-90.191345
70030,29.819197,-90.439710
70031,29.943492,-90.295565
70032,29.958602,-89.997477
70036,29.714032,-90.121496
70037,29.827451,-90.024702
70038,29.349224,-89.438812
70039,29.886943,-90.389006
70040,29.744682,-89.938296
70041,29.339544,-89.481550
70043,29.948414,-89.962678
70047,29.968947,-90.367309
70049,30.030544,-90.571302
70050,29.379579,-89.590257
70051,30.086150,-90.647603
70052,30.055069,-90.695015
70053,29.913421,-90.053201
70056,29.887380,-90.027313
70057,29.962198,-90.464199
70058,29.868864,-90.064875
70062,29.991693,-90.258179
70065,30.027292,-90.253450
70067,29.710880,-90.096785
70068,30.156099,-90.436898
70070,29.829842,-90.310627
70071,30.051611,-90.705901
70072,29.835653,-90.110302
70075,29.933532,-89.921950
70076,30.061668,-90.649614
70079,30.003414,-90.410210
70080,29.883998,-90.433699
70082,29.563715,-89.749596
70083,29.463084,-89.894753
70084,30.075645,-90.567481
70085,29.836707,-89.737441
70086,30.036199,-90.865400
70087,29.976027,-90.315015
70090,29.969253,-90.701136
70091,29.119054,-89.271121
70092,29.898940,-89.895262
70094,29.915778,-90.207605
70112,29.957008,-90.076935
70113,29.943018,-90.083073
70114,29.937445,-90.032322
70115,29.923930,-90.102484
70116,29.967440,-90.064783
70117,29.968157,-90.029962
70118,29.944727,-90.125661
70119,29.975137,-90.086944
70121,29.959763,-90.163314
70122,30.013437,-90.062798
70123,29.949939,-90.205559
70124,30.007379,-90.103919
70125,29.952072,-90.103310
70126,30.018200,-90.020724
70127,30.023650,-89.977867
70128,30.050846,-89.956039
70129,30.080851,-89.813366
70130,29.937353,-90.069648
70131,29.906318,-89.958342
70139,29.950279,-90.071002
70163,29.950058,-90.075441
70301,29.808328,-90.750267
70339,29.909500,-91.182867
70340,29.669779,-91.105354
70341,30.032520,-91.067460
70342,29.693147,-91.238340
70343,29.548398,-90.557239
70344,29.176879,-90.515055
70345,29.548416,-90.259020
70346,30.153716,-91.003200
70352,29.684424,-90.940194
70353,29.358143,-90.700118
70354,29.452557,-90.282355
70355,29.717200,-90.468950
70356,29.631566,-90.970879
70357,29.242273,-90.219498
70358,29.214732,-90.027546
70359,29.694018,-90.776515
70360,29.578671,-90.805402
70363,29.538288,-90.704647
70364,29.627637,-90.681784
70372,29.782968,-90.988969
70373,29.597954,-90.318653
70374,29.604507,-90.501988
70375,29.690078,-90.536448
70377,29.347284,-90.502648
70380,29.731623,-91.134095
70390,29.897281,-91.031061
70391,29.990822,-91.060800
70392,29.731242,-91.318321
70393,29.991358,-91.007272
70394,29.692682,-90.616116
70395,29.697436,-90.861730
70397,29.396843,-90.791281
70401,30.533553,-90.455443
70402,30.516161,-90.470129
70403,30.485554,-90.487687
70420,30.484687,-89.953028
70422,30.734832,-90.480843
70426,30.926497,-89.858614
70427,30.744198,-89.912079
70431,30.616752,-89.967363
70433,30.458752,-90.156313
70435,30.556992,-90.106639
70436,30.793036,-90.521582
70437,30.619596,-90.209238
70438,30.846224,-90.111321
70441,30.859967,-90.749066
70442,30.693140,-90.334028
70443,30.632673,-90.534579
70444,30.897005,-90.489375
70445,30.375351,-89.910291
70446,30.630171,-90.349707
70447,30.422623,-90.205827
70448,30.362180,-90.039451
70449,30.273930,-90.670100
70450,30.928745,-90.266751
70451,30.548420,-90.480881
70452,30.420852,-89.799212
70453,30.700689,-90.764888
70454,30.362846,-90.358594
70455,30.529855,-90.323981
70456,30.787059,-90.504620
70458,30.261870,-89.794189
70460,30.297957,-89.840688
70461,30.231091,-89.716936
70462,30.376279,-90.580740
70463,30.658383,-89.903929
70464,30.551195,-89.919008
70465,30.856259,-90.523930
70466,30.568714,-90.500761
70471,30.407038,-90.063421
70501,30.241832,-91.991039
70503,30.170874,-92.054784
70506,30.195461,-92.081305
70507,30.278319,-92.028037
70508,30.155238,-92.028225
70510,29.894612,-92.193173
70512,30.415729,-91.920497
70513,29.899969,-91.903251
70514,29.849782,-91.546936
70515,30.452467,-92.577743
70516,30.370902,-92.303577
70517,30.298246,-91.833570
70518,30.134781,-91.927467
70519,30.080175,-91.897382
70520,30.330999,-92.033704
70523,29.871779,-91.440008
70524,30.556953,-92.311285
70525,30.411533,-92.218808
70526,30.210073,-92.379963
70528,29.939505,-91.984992
70529,30.202279,-92.161580
70531,30.233947,-92.517483
70532,30.452737,-92.697025
70533,29.890140,-92.046464
70534,30.217040,-92.438180
70535,30.463256,-92.420164
70537,30.251621,-92.570192
70538,29.805551,-91.498353
70541,30.426726,-92.047560
70542,30.009678,-92.584774
70543,30.335404,-92.501138
70544,29.904121,-91.662095
70546,30.266368,-92.673552
70548,29.812965,-92.405155
70549,30.069149,-92.804700
70550,30.518594,-92.187657
70552,30.067552,-91.672717
70554,30.618180,-92.484346
70555,30.081400,-92.145854
70556,30.195678,-92.557129
70558,30.100525,-92.075759
70559,30.128785,-92.502668
70560,29.921943,-91.878669
70563,30.016630,-91.710041
70570,30.533657,-92.104961
70575,29.948922,-92.158095
70576,30.780968,-92.418253
70577,30.550352,-91.934234
70578,30.231922,-92.261544
70580,30.675238,-92.428327
70581,30.250866,-92.731431
70582,30.161555,-91.783868
70583,30.261065,-92.123656
70584,30.389143,-92.097427
70585,30.878345,-92.407676
70586,30.746507,-92.328138
70589,30.680315,-92.003197
70591,30.257744,-92.832802
70592,30.080623,-92.012361
70601,30.226792,-93.215443
70605,30.129276,-93.273527
70607,30.038425,-93.190125
70611,30.348118,-93.203600
70615,30.255414,-93.126507
70630,30.025828,-93.016789
70631,29.853375,-93.568288
70632,29.836945,-93.057766
70633,30.426005,-93.391290
70634,30.793357,-93.240067
70637,30.697645,-92.963463
70638,30.849499,-92.797226
70639,30.978267,-93.491139
70640,30.371889,-92.904613
