*ZIP,LAT,LNG
40003,38.276689,-85.043822
40004,37.803188,-85.465955
40006,38.596216,-85.333041
40007,38.458345,-84.999150
40008,37.908948,-85.275003
40009,37.470226,-85.107358
40010,38.372519,-85.459505
40011,38.527667,-85.170096
40012,37.900841,-85.191982
40013,37.934851,-85.458027
40014,38.340259,-85.429678
40019,38.380651,-85.164331
40020,37.934784,-85.387416
40022,38.153418,-85.354984
40023,38.174143,-85.432342
40025,38.299699,-85.648691
40026,38.431156,-85.532639
40031,38.429416,-85.400814
40033,37.544124,-85.225553
40036,38.415891,-84.982447
40037,37.660663,-85.417540
40040,37.777043,-85.069286
40041,38.255905,-85.664161
40045,38.687495,-85.358885
40046,38.023931,-85.169791
40047,38.039402,-85.555239
40048,37.847040,-85.470265
40049,37.663524,-85.395025
40050,38.446036,-85.186747
40051,37.677069,-85.551473
40052,37.604128,-85.487942
40055,38.495202,-85.326025
40056,38.303813,-85.490141
40057,38.394194,-85.042908
40058,38.432738,-85.170464
40059,38.358108,-85.593622
40060,37.542332,-85.466267
40062,37.605469,-85.441439
40063,37.570702,-85.342095
40065,38.216500,-85.206928
40067,38.222612,-85.369792
40068,38.395535,-85.274186
40069,37.723856,-85.207678
40070,38.468642,-85.232149
40071,38.042957,-85.378780
40075,38.568134,-85.112670
40076,38.113729,-85.086124
40077,38.495455,-85.444636
40078,37.831112,-85.144773
40104,38.085529,-86.332850
40107,37.725327,-85.598827
40108,37.969937,-86.172853
40109,38.064495,-85.750373
40110,37.932836,-85.658363
40111,37.774696,-86.629060
40115,37.727892,-86.228337
40117,37.896583,-86.124289
40118,38.097497,-85.751202
40119,37.608198,-86.553158
40121,37.952624,-85.924406
40140,37.763133,-86.353952
40142,37.893218,-86.204086
40143,37.781355,-86.509757
40144,37.740090,-86.368271
40145,37.640459,-86.314394
40146,37.849377,-86.330840
40150,37.880230,-85.713277
40152,37.601537,-86.456025
40155,37.935748,-85.992029
40157,38.049960,-86.436187
40160,37.812813,-85.931370
40161,38.001981,-86.386237
40162,37.756799,-86.059932
40165,37.973087,-85.672012
40170,37.963833,-86.509001
40171,37.965455,-86.465352
40175,37.819003,-86.089891
40176,37.918739,-86.333203
40177,38.006773,-85.921532
40178,37.659592,-86.412555
40202,38.256783,-85.754048
40203,38.252697,-85.765167
40204,38.239913,-85.721591
40205,38.223001,-85.683261
40206,38.260083,-85.704721
40207,38.266454,-85.656675
40208,38.221122,-85.767591
40209,38.189888,-85.748301
40210,38.231530,-85.786206
40211,38.236254,-85.823836
40212,38.271962,-85.799332
40213,38.177589,-85.719409
40214,38.151772,-85.780765
40215,38.190476,-85.785734
40216,38.189915,-85.840331
40217,38.216712,-85.737515
40218,38.189321,-85.654311
40219,38.137909,-85.692693
40220,38.216488,-85.617812
40222,38.271765,-85.619448
40223,38.258349,-85.539878
40228,38.134078,-85.626299
40229,38.089498,-85.653882
40231,38.195065,-85.694920
40241,38.299974,-85.575689
40242,38.277471,-85.590514
40243,38.241801,-85.536121
40245,38.267088,-85.446242
40258,38.146270,-85.877927
40272,38.078458,-85.853119
40280,38.247636,-85.688309
40291,38.130795,-85.583674
40299,38.151687,-85.517172
40310,37.749341,-84.764605
40311,38.332047,-83.997108
40312,37.854688,-83.939710
40313,38.146989,-83.376611
40316,37.941684,-83.540062
40322,37.938706,-83.634947
40324,38.245380,-84.550241
40328,37.603953,-85.067062
40330,37.787723,-84.888056
40334,38.013489,-83.762317
40336,37.682978,-83.990952
40337,37.942343,-83.854645
40339,37.944094,-84.638897
40342,37.995815,-84.979522
40346,37.987118,-83.743879
40347,38.158286,-84.728351
40348,38.288717,-84.129361
40350,38.304672,-83.873854
40351,38.204798,-83.415533
40353,38.064374,-83.948043
40356,37.874952,-84.563367
40358,38.060509,-83.675506
40359,38.491906,-84.802855
40360,38.155201,-83.789536
40361,38.208885,-84.227201
40363,38.514407,-85.009763
40370,38.403476,-84.525082
40371,38.103703,-83.580388
40372,37.911756,-84.888114
40374,38.222359,-83.889740
40376,37.772740,-83.690009
40379,38.301951,-84.687097
40380,37.815614,-83.792349
40383,38.006622,-84.739332
40385,37.737704,-84.133019
40387,37.933577,-83.492267
40390,37.851165,-84.665677
40391,37.970133,-84.144974
40402,37.291850,-83.975762
40403,37.570447,-84.271931
40404,37.573471,-84.290858
40409,37.369175,-84.434872
40419,37.451573,-84.494425
40422,37.640997,-84.797275
40434,37.394162,-83.940822
40437,37.435585,-84.870130
40440,37.585916,-84.820024
40442,37.337665,-84.751024
40444,37.666711,-84.577249
40445,37.338854,-84.187292
40447,37.485785,-84.032347
40448,37.462357,-84.753192
40456,37.353471,-84.319508
40460,37.397602,-84.226739
40461,37.582530,-84.406000
40464,37.572274,-84.925060
40468,37.633933,-84.978242
40472,37.732128,-83.859667
40475,37.761600,-84.312523
40481,37.448818,-84.090133
40484,37.520580,-84.673931
40486,37.365328,-83.862799
40489,37.365743,-84.637255
40502,38.010953,-84.483191
40503,38.005828,-84.533469
40504,38.042413,-84.544016
40505,38.060653,-84.457238
40506,38.028302,-84.503140
40507,38.046955,-84.496353
40508,38.061351,-84.511664
40509,37.997348,-84.377851
40510,38.071200,-84.583839
40511,38.140290,-84.461610
40513,38.016681,-84.605237
40514,37.982460,-84.563051
40515,37.917671,-84.391441
40516,38.071804,-84.364002
40517,37.982958,-84.489425
40601,38.234919,-84.868786
40604,38.175520,-84.864682
40701,36.921744,-84.157710
40729,37.255245,-84.136477
40734,36.926433,-83.958386
40737,37.009948,-84.122349
40740,37.020582,-84.037313
40741,37.136791,-84.127273
40743,37.072517,-84.115373
40744,37.029447,-84.118983
40759,36.812972,-84.057124
40763,36.689229,-83.925596
40769,36.703266,-84.197082
40771,36.864170,-84.034739
40801,36.862203,-83.246075
40806,36.891244,-83.297002
40807,36.964094,-82.946000
40808,36.996323,-83.203375
40810,36.906939,-83.374584
40813,36.709933,-83.591922
40815,36.784475,-83.219114
40816,37.013621,-83.295401
40818,36.821595,-83.243138
40819,36.804994,-83.446272
40820,36.743868,-83.196612
40823,36.958653,-82.990992
40824,36.825297,-83.375312
40826,37.046369,-82.764161
40827,37.038287,-83.511991
40828,36.879563,-83.123284
40829,36.796100,-83.302352
40830,36.760179,-83.328572
40831,36.766514,-83.354288
40840,36.900050,-83.440035
40843,36.891147,-82.991051
40844,37.057797,-83.341426
40845,36.798817,-83.517970
40847,36.850594,-83.174781
40849,36.893966,-83.131739
40854,36.845507,-83.353673
40855,36.929858,-82.885329
40856,36.738523,-83.527336
40858,37.004029,-83.410985
40862,37.018411,-82.855656
40863,36.727167,-83.430955
40865,36.920061,-83.211161
40868,37.077034,-83.497075
40870,36.923421,-83.144356
40873,36.818242,-83.409322
40874,36.997914,-83.469747
40902,36.882283,-83.580345
40903,36.799013,-83.810876
40906,36.872205,-83.881995
40913,36.925505,-83.567386
