*ZIP,LAT,LNG
30002,33.773335,-84.261667
30004,34.145614,-84.291894
30005,34.089039,-84.217099
30008,33.897634,-84.589572
30009,34.079096,-84.305262
30011,34.019859,-83.837163
30012,33.717806,-84.002515
30013,33.645170,-83.972188
30014,33.580062,-83.823102
30016,33.517433,-83.928703
30017,33.890533,-83.961879
30019,33.975610,-83.883747
30021,33.806929,-84.237588
30022,34.029865,-84.239745
30024,34.062971,-84.090770
30025,33.655902,-83.696581
30028,34.293050,-84.176167
30030,33.771947,-84.290270
30032,33.740666,-84.264463
30033,33.811659,-84.283230
30034,33.690867,-84.248622
30035,33.724452,-84.204244
30038,33.666460,-84.139855
30039,33.799851,-84.035678
30040,34.210349,-84.187794
30041,34.204626,-84.100357
30043,33.999276,-84.009512
30044,33.922046,-84.065671
30045,33.936518,-83.927669
30046,33.948632,-83.995766
30047,33.871867,-84.112585
30052,33.815151,-83.893561
30054,33.673250,-83.871806
30055,33.497411,-83.749784
30056,33.500250,-83.659584
30058,33.740330,-84.108844
30060,33.926431,-84.541629
30062,34.005578,-84.468945
30064,33.940455,-84.609708
30066,34.032388,-84.505154
30067,33.934278,-84.462185
30068,33.968116,-84.431704
30070,33.574432,-83.894702
30071,33.940652,-84.206734
30072,33.792116,-84.206463
30075,34.055084,-84.390492
30076,34.028483,-84.311423
30078,33.861019,-84.017993
30079,33.792055,-84.257369
30080,33.869940,-84.498081
30082,33.854654,-84.536437
30083,33.797412,-84.197984
30084,33.854097,-84.216155
30087,33.805871,-84.126928
30088,33.756052,-84.182363
30092,33.972386,-84.231986
30093,33.908536,-84.177349
30094,33.612505,-84.051523
30096,33.974292,-84.145426
30097,34.026142,-84.145592
30101,34.034515,-84.707349
30102,34.110196,-84.631357
30103,34.366336,-84.917546
30104,34.087138,-85.056489
30105,34.432548,-85.172442
30106,33.839010,-84.628247
30107,34.336291,-84.345793
30108,33.531700,-85.262996
30110,33.744459,-85.135938
30113,33.850746,-85.205308
30114,34.247838,-84.524468
30115,34.204092,-84.400462
30116,33.540590,-85.003082
30117,33.581851,-85.132439
30118,33.572388,-85.103620
30120,34.167879,-84.852014
30121,34.209221,-84.778006
30122,33.766909,-84.641356
30124,34.133691,-85.345801
30125,34.000316,-85.276531
30126,33.815025,-84.553831
30127,33.874556,-84.694713
30132,33.988832,-84.858967
30134,33.777518,-84.781392
30135,33.670520,-84.734280
30137,34.126177,-84.761354
30139,34.432341,-84.705495
30141,33.860430,-84.769883
30143,34.459958,-84.431752
30144,34.036864,-84.591009
30145,34.245660,-84.985878
30147,34.150627,-85.208239
30148,34.458792,-84.258613
30149,34.309754,-85.226015
30152,33.989250,-84.645920
30153,33.959882,-85.054452
30157,33.884708,-84.871928
30161,34.242301,-85.171371
30164,33.396015,-83.834275
30165,34.302923,-85.269103
30168,33.783542,-84.588106
30170,33.429229,-85.169473
30171,34.343395,-84.726262
30173,34.133121,-85.153505
30175,34.534915,-84.526711
30176,33.766844,-85.301029
30177,34.411307,-84.377876
30178,34.095453,-84.971074
30179,33.779335,-85.013502
30180,33.717103,-84.918032
30182,33.655819,-85.248832
30183,34.338804,-84.602425
30184,34.252072,-84.741005
30185,33.519802,-84.918098
30187,33.662549,-84.847233
30188,34.123528,-84.457649
30189,34.124224,-84.570679
30204,33.056050,-84.121042
30205,33.267427,-84.475138
30206,33.096058,-84.458228
30213,33.589298,-84.636766
30214,33.490464,-84.485997
30215,33.391613,-84.456432
30216,33.228851,-83.884863
30217,33.281895,-85.133844
30218,33.129318,-84.587178
30220,33.225499,-84.823547
30222,33.044355,-84.743495
30223,33.288801,-84.279923
30224,33.204493,-84.239727
30228,33.404147,-84.307350
30230,33.164490,-84.920565
30233,33.292157,-83.969544
30234,33.323884,-84.030964
30236,33.524478,-84.325439
30238,33.493294,-84.379160
30240,33.036764,-85.120092
30241,33.022315,-84.949516
30248,33.351576,-84.105959
30250,33.436535,-84.314213
30251,33.198174,-84.698112
30252,33.473512,-84.057165
30253,33.448926,-84.183570
30256,33.007484,-84.309900
30257,33.143414,-84.186220
30258,32.972488,-84.449100
30259,33.266198,-84.737458
30260,33.584687,-84.327348
30263,33.388415,-84.858937
30265,33.418625,-84.713134
30268,33.546430,-84.722632
30269,33.391904,-84.570611
30273,33.583798,-84.271027
30274,33.554561,-84.399687
30275,33.437124,-84.874183
30276,33.263670,-84.570824
30277,33.375308,-84.649196
30281,33.567898,-84.193388
30284,33.342874,-84.288959
30285,32.987673,-84.258191
30286,32.879167,-84.330566
30288,33.652831,-84.327109
30289,33.322887,-84.633870
30290,33.476407,-84.589709
30291,33.575891,-84.543792
30292,33.168489,-84.393225
30293,32.976649,-84.611505
30294,33.639853,-84.267150
30295,33.090279,-84.310405
30296,33.563185,-84.441151
30297,33.615841,-84.373002
30303,33.753259,-84.389953
30305,33.835696,-84.389116
30306,33.789323,-84.351498
30307,33.771079,-84.333600
30308,33.771126,-84.378108
30309,33.799884,-84.385805
30310,33.726586,-84.425995
30311,33.723262,-84.475994
30312,33.744725,-84.375231
30313,33.764539,-84.397339
30314,33.757576,-84.432245
30315,33.702829,-84.382515
30316,33.711546,-84.331796
30317,33.747999,-84.315586
30318,33.792303,-84.447862
30319,33.875954,-84.334763
30322,33.793597,-84.326127
30324,33.818405,-84.358175
30326,33.849518,-84.363971
30327,33.869694,-84.417300
30328,33.932538,-84.385947
30329,33.827479,-84.323017
30331,33.707455,-84.544149
30332,33.778271,-84.404537
30334,33.748855,-84.387243
30336,33.738366,-84.567535
30337,33.640147,-84.450081
30338,33.946218,-84.318119
30339,33.876320,-84.462090
30340,33.897873,-84.252804
30341,33.888505,-84.289532
30342,33.882179,-84.375289
30344,33.676362,-84.460794
30345,33.851722,-84.283624
30346,33.924230,-84.338876
30349,33.622488,-84.523908
30350,33.980254,-84.330016
30354,33.661498,-84.386895
30360,33.933808,-84.272577
30363,33.791004,-84.398978
30401,32.599617,-82.352575
30410,32.188589,-82.513470
30411,32.128124,-82.794380
30412,32.078922,-82.490792
30413,32.888980,-82.510648
30415,32.324484,-81.603497
30417,32.170468,-81.920992
30420,32.288422,-82.152736
30421,32.179599,-82.107566
30423,32.148806,-81.830641
30425,32.682022,-82.094572
30426,33.035037,-81.628674
30427,31.922905,-81.962446
30428,32.224545,-82.715130
30429,32.165446,-81.936169
30434,33.025668,-82.383791
30436,32.154894,-82.293036
30438,32.165611,-82.020521
30439,32.407098,-82.078788
30441,32.797050,-82.224945
30442,32.799793,-81.983529
30445,32.163934,-82.588515
30446,32.563486,-81.463016
30448,32.488240,-82.363384
30449,32.515224,-81.561033
30450,32.562251,-81.923131
30451,32.390728,-81.952461
30452,32.325315,-81.888781
30453,32.011133,-82.121758
30454,32.436077,-82.730358
30455,32.690978,-81.802282
30456,32.980717,-81.796140
30457,32.400272,-82.567512
30458,32.399676,-81.828266
30460,32.418936,-81.781698
30461,32.511828,-81.718844
30464,32.437229,-82.224961
30467,32.753793,-81.603534
30470,32.313907,-82.561036
30471,32.543263,-82.180910
30473,32.016897,-82.468830
30474,32.238578,-82.417773
30475,32.224698,-82.368594
30477,32.861525,-82.401582
30501,34.319072,-83.814393
30504,34.271989,-83.891026
30506,34.346947,-83.895595
30507,34.247502,-83.773850
30510,34.444855,-83.570701
30511,34.449698,-83.486672
30512,34.859530,-83.960571
30513,34.821043,-84.322383
