*ZIP,LAT,LNG
20001,38.910353,-77.017739
20002,38.905026,-76.983607
20003,38.881904,-76.990935
20004,38.894885,-77.028638
20005,38.904674,-77.031578
20006,38.898609,-77.041461
20007,38.914363,-77.079339
20008,38.936238,-77.059981
20009,38.919144,-77.037381
20010,38.933366,-77.030312
20011,38.952514,-77.022991
20012,38.976873,-77.032609
20015,38.966889,-77.058323
20016,38.936930,-77.090014
20017,38.938188,-76.992126
20018,38.926576,-76.974446
20019,38.891412,-76.943575
20020,38.860413,-76.978933
20024,38.876122,-77.025374
20032,38.833719,-77.006591
20036,38.907017,-77.041569
20037,38.898889,-77.055456
20045,38.896731,-77.030798
20052,38.900126,-77.046981
20053,38.884122,-77.011224
20057,38.909120,-77.075735
20064,38.936354,-76.999167
20105,38.953060,-77.602780
20106,38.699106,-78.002376
20109,38.793641,-77.531024
20110,38.747172,-77.484536
20111,38.748968,-77.427873
20112,38.664571,-77.429326
20115,38.809947,-77.911841
20117,38.998822,-77.733937
20118,38.968339,-77.737005
20119,38.610391,-77.621615
20120,38.856401,-77.476371
20121,38.811059,-77.463237
20124,38.781332,-77.391333
20129,39.172018,-77.601254
20130,39.039434,-77.943893
20132,39.167210,-77.720570
20135,39.086474,-77.887230
20136,38.739468,-77.555635
20137,38.806579,-77.722437
20139,38.655682,-77.694159
20141,39.112390,-77.790704
20143,38.858949,-77.564996
20144,38.923018,-77.946976
20147,39.041947,-77.478130
20148,38.996109,-77.520849
20151,38.896497,-77.445125
20152,38.919145,-77.502426
20155,38.810114,-77.617789
20158,39.139631,-77.658140
20164,39.013299,-77.395067
20165,39.057940,-77.392694
20166,38.986273,-77.455778
20169,38.879166,-77.645449
20170,38.979842,-77.379750
20171,38.923848,-77.396501
20175,39.064437,-77.603993
20176,39.184706,-77.544111
20180,39.268562,-77.637664
20181,38.689126,-77.569610
20184,39.000671,-77.883754
20186,38.698141,-77.851425
20187,38.721847,-77.748187
20190,38.959322,-77.339298
20191,38.934645,-77.351702
20194,38.981059,-77.340775
20197,39.195210,-77.628010
20198,38.884182,-77.744644
20202,38.887071,-77.021010
20204,38.885559,-77.014429
20228,38.886412,-77.030282
20230,38.893794,-77.032798
20240,38.894456,-77.042605
20245,38.893340,-77.044460
20260,38.883669,-77.025035
20307,38.975685,-77.030133
20317,38.934841,-77.014387
20319,38.864838,-77.017003
20373,38.858625,-77.007865
20390,38.879019,-76.993695
20405,38.896377,-77.042588
20418,38.892800,-77.047764
20427,38.902057,-77.047558
20506,38.897071,-77.038728
20510,38.892780,-77.006890
20520,38.894759,-77.048407
20535,38.894467,-77.024844
20540,38.887929,-77.004713
20551,38.892802,-77.045800
20553,38.886946,-77.022968
20560,38.888232,-77.026003
20565,38.890630,-77.019211
20566,38.895570,-77.055128
20593,38.866713,-77.010187
20601,38.613372,-76.851612
20602,38.583248,-76.894703
20603,38.630390,-76.976583
20606,38.263046,-76.737309
20607,38.672666,-77.018549
20608,38.582405,-76.700998
20609,38.270012,-76.767747
20611,38.457813,-76.975118
20612,38.505060,-76.677210
20613,38.671168,-76.805304
20615,38.411433,-76.548803
20616,38.661976,-77.098485
20617,38.543860,-76.852511
20618,38.286438,-76.783071
20619,38.292364,-76.527888
20620,38.233918,-76.528932
20621,38.325991,-76.800810
20622,38.417472,-76.878176
20623,38.741615,-76.842456
20624,38.338072,-76.733500
20625,38.262223,-76.847270
20626,38.231241,-76.771138
20628,38.153100,-76.340023
20629,38.336555,-76.450390
20630,38.164277,-76.475774
20632,38.432799,-76.957993
20634,38.269412,-76.506885
20636,38.352141,-76.567187
20637,38.525121,-76.756089
20639,38.601192,-76.605480
20640,38.527006,-77.202568
20645,38.294223,-76.911085
20646,38.524275,-77.000660
20650,38.268654,-76.633157
20653,38.236310,-76.432886
20657,38.379757,-76.442883
20658,38.560527,-77.160594
20659,38.418673,-76.732449
20660,38.370216,-76.706633
20662,38.428507,-77.205325
20664,38.354485,-76.925395
20667,38.215237,-76.447756
20670,38.285279,-76.415708
20674,38.134797,-76.503548
20675,38.580932,-77.022463
20676,38.493221,-76.541280
20677,38.495257,-77.036716
20678,38.522820,-76.601350
20680,38.109130,-76.385886
20684,38.136143,-76.410164
20685,38.434389,-76.528672
20686,38.178004,-76.429574
20687,38.063698,-76.339689
20688,38.327236,-76.464295
20689,38.662952,-76.579390
20690,38.158147,-76.534882
20692,38.174519,-76.496938
20693,38.457068,-77.089581
20695,38.591492,-76.970784
20701,39.125563,-76.785436
20705,39.049423,-76.900362
20706,38.965880,-76.851092
20707,39.099155,-76.879864
20708,39.057389,-76.825834
20710,38.942368,-76.925910
20711,38.801059,-76.645107
20712,38.942361,-76.964578
20714,38.724359,-76.557178
20715,38.989393,-76.741331
20716,38.926428,-76.715028
20720,38.982780,-76.785824
20721,38.915222,-76.785129
20722,38.934557,-76.950596
20723,39.137569,-76.867942
20724,39.101075,-76.804005
20732,38.655140,-76.542571
20733,38.805653,-76.532229
20735,38.750917,-76.902669
20736,38.689075,-76.627765
20737,38.964265,-76.913538
20740,39.002745,-76.931721
20742,38.989619,-76.945695
20743,38.884230,-76.893317
20744,38.758348,-76.983786
20745,38.806935,-76.995672
20746,38.836403,-76.918265
20747,38.854996,-76.883307
20748,38.814868,-76.933447
20751,38.794437,-76.561199
20754,38.730593,-76.647249
20755,39.107783,-76.747196
20758,38.733371,-76.593148
20759,39.153977,-76.931172
20762,38.809803,-76.869158
20763,39.135260,-76.820437
20764,38.824090,-76.506297
20765,38.841934,-76.544044
20769,38.996698,-76.818647
20770,39.002985,-76.879165
20772,38.780274,-76.766990
20774,38.874532,-76.774182
20776,38.872325,-76.572429
20777,39.174938,-76.969085
20778,38.828682,-76.572609
20779,38.763600,-76.573388
20781,38.952860,-76.946290
20782,38.965751,-76.966463
20783,38.997067,-76.966783
20784,38.950549,-76.891720
20785,38.918291,-76.881948
20794,39.151475,-76.794703
20812,38.967041,-77.143881
20814,39.004989,-77.101490
20815,38.983386,-77.079346
20816,38.956950,-77.120006
20817,38.997272,-77.151816
20818,38.973445,-77.162497
20832,39.150347,-77.078240
20833,39.207175,-77.054670
20837,39.116506,-77.407115
20838,39.218101,-77.390831
20839,39.188307,-77.434971
20841,39.191853,-77.327521
20842,39.199879,-77.415267
20850,39.091338,-77.182294
20851,39.079082,-77.121858
20852,39.051991,-77.121931
20853,39.101713,-77.094562
20854,39.032772,-77.220830
20855,39.133184,-77.134383
20860,39.142366,-77.025412
20861,39.149774,-76.998236
20862,39.181230,-77.018806
20866,39.109275,-76.933973
20868,39.126395,-76.969321
20871,39.261341,-77.282547
20872,39.294465,-77.216125
20874,39.133056,-77.301828
20876,39.208384,-77.237152
20877,39.140749,-77.192060
20878,39.112821,-77.250504
20879,39.168416,-77.171506
20880,39.139726,-77.173557
20882,39.237721,-77.156789
20886,39.188551,-77.205091
20895,39.027040,-77.077609
20896,39.035382,-77.092454
20899,39.143737,-77.216132
20901,39.021495,-77.009779
20902,39.045249,-77.039264
20903,39.021433,-76.980774
20904,39.066616,-76.980935
20905,39.109705,-76.988329
20906,39.087321,-77.057159
20910,39.002837,-77.036701
20912,38.981606,-77.001161
21001,39.503056,-76.202096
21005,39.488112,-76.144520
21009,39.466882,-76.295230
21010,39.390932,-76.292629
21012,39.046525,-76.495552
21013,39.511495,-76.490799
21014,39.536084,-76.352184
21015,39.544176,-76.292469
21017,39.474767,-76.234420
21028,39.565965,-76.249527
21029,39.213616,-76.959448
21030,39.492412,-76.674443
21031,39.487208,-76.658010
21032,39.028343,-76.604145
21034,39.640713,-76.223031
21035,38.938300,-76.626588
21036,39.234644,-77.006738
21037,38.919253,-76.543492
21040,39.436496,-76.289965
21042,39.277181,-76.894602
21043,39.255836,-76.801491
21044,39.205869,-76.879110
21045,39.206042,-76.828234
21046,39.173116,-76.842028
21047,39.521385,-76.438784
21048,39.488125,-76.915075
21050,39.585343,-76.392164
21051,39.472691,-76.455841
21052,39.205576,-76.447067
21053,39.696782,-76.714679
21054,39.040252,-76.685822
21056,39.072941,-76.428558
21057,39.448749,-76.512474
21060,39.166542,-76.582924
21061,39.161942,-76.629444
21071,39.481657,-76.810955
21074,39.621612,-76.839847
21075,39.204096,-76.749360
21076,39.168512,-76.716355
21077,39.156134,-76.697686
21078,39.559229,-76.141248
21082,39.478136,-76.473523
21084,39.613561,-76.466441
21085,39.445883,-76.357007
21087,39.449314,-76.413240
21090,39.208481,-76.672517
21093,39.439140,-76.640950
21102,39.682834,-76.850538
21104,39.346904,-76.912757
21105,39.713946,-76.651281
21108,39.090315,-76.621257
21111,39.575537,-76.589692
21113,39.053565,-76.716578
21114,39.009641,-76.684220
21117,39.427563,-76.777976
21120,39.646204,-76.674854
21122,39.120838,-76.494821
21128,39.409428,-76.447460
